2026-01-09,JUICY BIRDS WHI   _F,29.87,,82.15
2026-01-09,FOLKSTONE VARIE   _F,3.72,,78.43
2026-01-09,UBER CANADA/UBE   _V,13.76,,64.67
2026-01-09,JW534 TFR-FR C/C,,30,94.67
2026-01-09,SEND E-TFR ***VDR,40,,54.67
2026-01-12,TD ATM DEP    004614,,100,154.67
2026-01-12,TD VISA      R5U7U6,65.66,,89.01
2026-01-12,A&W #4570         _F,21.66,,67.35
2026-01-12,E-TFR ***5z7 EPAY,,1950,2017.35
2026-01-12,DOLLARAMA # 682   _F,2.88,,2014.47
2026-01-12,LCBO/RAO #0237    _F,4.95,,2009.52
2026-01-12,BROOKLIN CONVEN   _F,1.55,,2007.97
2026-01-12,SEND E-TFR ***b5n,500,,1507.97
2026-01-12,SEND E-TFR ***Uq9,500,,1007.97
2026-01-12,SEND E-TFR ***ARr,40,,967.97
2026-01-12,SEND E-TFR ***3Ck,200,,767.97
2026-01-12,SEND E-TFR ***wHN,700,,67.97
2026-01-12,TD ATM DEP    004852,,110,177.97
2026-01-12,PIZZA NOVA 324    _F,13.55,,164.42
2026-01-12,E-TFR ***PP9 EPAY,,1000,1164.42
2026-01-12,SEND E-TFR ***uUQ,100,,1064.42
2026-01-13,EMPL INS         EI,,846,1910.42
2026-01-13,SEND E-TFR ***4m4,1000,,910.42
2026-01-13,WL101 TFR-TO C/C,61.02,,849.40
2026-01-13,SEND E-TFR ***UKg,50,,799.40
2026-01-13,NETFLIX.COM       _V,16.99,,782.41
2026-01-13,UBER CANADA/UBE   _V,31.42,,750.99
2026-01-14,UBER CANADA/UBE   _V,31.45,,719.54
2026-01-14,UBER CANADA/UBE   _V,,31.42,750.96
2026-01-14,SEND E-TFR ***Ecv,200,,550.96
2026-01-14,HL244 TFR-TO 6125141,150,,400.96
2026-01-14,VESTA  *CHATR     _V,39.55,,361.41
2026-01-15,UBER CANADA/UBE   _V,35.27,,326.14
2026-01-15,UBER CANADA/UBE   _V,35.44,,290.70
2026-01-15,UBER CANADA/UBE   _V,,35.27,325.97
2026-01-15,UBER CANADA/UBE   _V,42.92,,283.05
2026-01-15,E-TRANSFER ***CSD,,40,323.05
2026-01-15,ESSO CIRCLE K     _F,20,,303.05
2026-01-15,UBER CANADA/UBE   _V,42.99,,260.06
2026-01-15,UBER CANADA/UBE   _V,,42.92,302.98
2026-01-16,AMZN Mktp CA      _V,50,,252.98
2026-01-19,APPLE.COM/BILL    _V,14.68,,238.30
2026-01-19,UI524 TFR-FR 6125141,,144,382.30
2026-01-19,APPLE.COM/BILL    _V,1.68,,380.62
2026-01-19,WALMART STORE #   _F,20,,360.62
2026-01-19,PRES/QVHB57NVML   _T,4.75,,355.87
2026-01-19,J7 RAMEN          _F,34.59,,321.28
2026-01-19,UBER CANADA/UBE   _V,15.70,,305.58
2026-01-19,UBER CANADA/UBE   _V,16.72,,288.86
2026-01-19,LCBO/RAO #0237    _F,12,,276.86
2026-01-19,UBER CANADA/UBE   _V,,15.70,292.56
2026-01-19,SEND E-TFR ***sTV,40,,252.56
2026-01-19,UBER CANADA/UBE   _V,20.69,,231.87
2026-01-19,UBER CANADA/UBE   _V,9.01,,222.86
2026-01-19,UBER CANADA/UBE   _V,,16.72,239.58
2026-01-19,FRESHCO #3861     _F,10,,229.58
2026-01-19,DOLLARAMA # 682   _F,20,,209.58
2026-01-19,SHOPPERS DRUG M   _F,20,,189.58
2026-01-19,CANADIAN TIRE #   _F,40,,149.58
2026-01-19,AMZN Mktp CA      _V,,40,189.58
2026-01-19,AMZN Mktp CA      _V,,60,249.58
2026-01-19,UBER CANADA/UBE   _V,38.29,,211.29
2026-01-19,UBER CANADA/UBE   _V,38.31,,172.98
2026-01-19,UBER CANADA/UBE   _V,,38.29,211.27
2026-01-19,MCDONALD'S #400   _F,30,,181.27
2026-01-19,TIM HORTONS #26   _F,30,,151.27
2026-01-19,SUBWAY 23824      _F,30,,121.27
2026-01-19,PIZZA NOVA 324    _F,40,,81.27
2026-01-19,AMZN Mktp CA      _V,,50,131.27
2026-01-19,UBER CANADA/UBE   _V,38.46,,92.81
2026-01-19,PLANET FITNESS   FEE,33.89,,58.92
2026-01-20,E-TRANSFER ***dxW,,40,98.92
2026-01-21,PAYPAL *UBER      _V,11.29,,87.63
2026-01-21,UBER *TRIP HELP   _V,9.41,,78.22
2026-01-21,UBER CANADA/UBE   _V,20.67,,57.55
2026-01-21,SEND E-TFR ***3Du,7,,50.55
2026-01-23,E-TRANSFER ***xvV,,40,90.55
2026-01-23,UBER CANADA/UBE   _V,36.37,,54.18
2026-01-26,UU115 TFR-FR C/C,,30,84.18
2026-01-26,WALMART STORE #   _F,10,,74.18
2026-01-26,E-TRANSFER ***Z7a,,120,194.18
2026-01-26,Uber Holdings C   _V,30.32,,163.86
2026-01-26,Uber Holdings C   _V,54.10,,109.76
2026-01-26,UBER CANADA/UBE   _V,46.19,,63.57
2026-01-26,Amazon.ca Prime   _V,11.29,,52.28
2026-01-26,E-TRANSFER ***hka,,20,72.28
2026-01-27,EMPL INS         EI,,846,918.28
2026-01-27,WO541 TFR-TO C/C,30,,888.28
2026-01-27,WQ231 TFR-TO C/C,50,,838.28
2026-01-27,WQ304 TFR-TO C/C,20,,818.28
2026-01-27,WQ312 TFR-TO C/C,20,,798.28
2026-01-27,SHOPPERS DRUG M   _F,22.80,,775.48
2026-01-27,UBER CANADA/UBE   _V,23.85,,751.63
2026-01-27,UBER CANADA/UBE   _V,8.36,,743.27
2026-01-28,Spotify P3   14.34_V,14.34,,728.93
2026-01-28,NETFLIX.COM       _V,16.99,,711.94
2026-01-28,DISNEY+ CANADA    _V,11.99,,699.95
2026-01-28,AMAZON PRIME      _V,9.99,,689.96
2026-01-28,YOUTUBE PREMIUM   _V,13.99,,675.97
2026-01-28,FRESHCO #3861     _F,10,,665.97
2026-01-28,DOLLARAMA # 682   _F,10,,655.97
2026-01-28,WALMART STORE #   _F,75,,580.97
2026-01-28,UBER CANADA/UBE   _V,31.44,,549.53
2026-01-28,UBER CANADA/UBE   _V,31.47,,518.06
2026-01-28,AMZN Mktp CA      _V,,425,943.06
2026-01-28,UBER CANADA/UBE   _V,,31.44,974.50
2026-01-28,TEBEX.ORG     7.90_V,11.14,,963.36
2026-01-28,AMEX BILL PYMT   MSP,100,,863.36
2026-01-29,STEAMGAMES   25.00_V,25,,838.36
2026-01-29,AMZN Mktp CA      _V,,35,873.36
2026-01-29,SEND E-TFR ***Yrw,50,,823.36
2026-01-29,FANDUEL CANADA    _V,,22,845.36
2026-01-29,FRESHCO #3861     _F,30,,815.36
2026-01-29,WALMART STORE #   _F,30,,785.36
2026-01-29,CANADIAN TIRE #   _F,50,,735.36
2026-01-29,SHOPPERS DRUG M   _F,50,,685.36
2026-01-29,MCDONALD'S #400   _F,100,,585.36
2026-01-29,TIM HORTONS #26   _F,100,,485.36
2026-01-29,SUBWAY 23824      _F,200,,285.36
2026-01-29,AMZN Mktp CA      _V,,55,340.36
2026-01-29,AMZN Mktp CA      _V,,150,490.36
2026-01-29,IQ022 TFR-TO C/C,160,,330.36
2026-01-29,DOLLARAMA # 682   _F,10,,320.36
2026-01-30,BET365 ENDZIN 2   _V,20,,300.36
2026-01-30,BET365 ENDZIN 2   _V,,45,345.36
2026-01-30,FANDUEL CANADA    _V,30,,315.36
2026-01-30,FANDUEL CANADA    _V,,60,375.36
2026-01-31,BET365 ENDZIN 2   _V,25,,350.36
2026-01-31,BETWAY CANADA     _V,15,,335.36
2026-01-31,BET365 ENDZIN 2   _V,,80,415.36
